"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"37","Gestern war die Katholische Akademie des Bistums Dresden-Meißen bei mir zu Gast, und wie man sieht haben wir trotz ernster Themen (Putins Krieg in der Ukraine 🇺🇦, Corona etc.) Freude im #BüroRohwer 🤗

Herzliche Einladung an euch zum Besuch im Berliner Büro 🙋🏻‍♂️","2022-04-09T04:00:48","Publicación de Instagram",221,13,NA,NA,0,0,"2022-04-09","04:00:48","n war die ","https://www.instagram.com/p/CcILtyzqEyj/","Gestern war die Katholische Akademie des Bistums Dresden-Meißen bei mir zu Gast, und wie man sieht haben wir trotz ernster Themen (Putins Krieg in der Ukraine 🇺🇦, Corona etc.) Freude im #BüroRohwer 🤗

Herzliche Einladung an euch zum Besuch im Berliner Büro 🙋🏻‍♂️
4 Wo.",2022-04-09,0,"aktivitäten","bild","spontan","Bundestag","Religiön",1,"aktivitäten_teilen",NA,2022-04-09 04:00:48
"38","1. Wochenrückblick von unserer argentinischen 🇦🇷 #IPS-Praktikantin Carolina:

„Meine erste Woche war spannend! Die Sitzungswoche hat mir ermöglicht, in die Arbeit von Herrn Rohwer einzutauchen.
Termine, Debatten, Veranstaltungen.
Die tägliche Agenda ist immer voll.

Außerdem durfte ich Ausschusssitzungen, Regierungsbefragung und Plenardebatten verfolgen. Langeweile zu haben ist unmöglich. Bis jetzt bin ich definitiv nicht enttäuscht und freue mich auf die kommenden Monate.“

Wir uns auch, #Carolina! 🙋🏻‍♂️","2022-04-08T11:34:07","Publicación de Instagram",250,16,NA,NA,1,0,"2022-04-08","11:34:07","henrückbli","https://www.instagram.com/p/CcGazKEKz2I/","1. Wochenrückblick von unserer argentinischen 🇦🇷 #IPS-Praktikantin Carolina:

„Meine erste Woche war spannend! Die Sitzungswoche hat mir ermöglicht, in die Arbeit von Herrn Rohwer einzutauchen.
Termine, Debatten, Veranstaltungen.
Die tägliche Agenda ist immer voll.

Außerdem durfte ich Ausschusssitzungen, Regierungsbefragung und Plenardebatten verfolgen. Langeweile zu haben ist unmöglich. Bis jetzt bin ich definitiv nicht enttäuscht und freue mich auf die kommenden Monate.“

Wir uns auch, #Carolina! 🙋🏻‍♂️
4 Wo.",2022-04-08,1,"menschen","bild","spontan","Ausstausch","IPS",1,"aktivitäten_teilen",NA,2022-04-08 11:34:07
"39","Bei allem Optimismus und tollen Entwicklungen - Von überall auf der Welt kann man schlechte Nachrichten sehen und lesen. Trotzdem geht unser Alltag weiter und unser Gehirn schützt uns im Alltagstrott vor der emotionalen Überforderung, in dem es solche Ereignisse auch mal in den Hintergrund rücken lässt. 

Dieser Gefahr sind besonders politische Gefangene ausgesetzt, die einer langen Haftstrafe entgegenblicken. Es erfordert unheimlich viel Ausdauer und positive Energie, sich nicht entmutigen zu lassen und weiter für die Freiheit und Gerechtigkeit zu kämpfen.

Als politischer Pate für zwei inhaftierte Männer sehe ich auch dieses Problem als meine Aufgabe an. Ich möchte an Luís #Frómeta Compte und Andrei #Kuznechyk erinnern, über sie sprechen und mit der öffentlichen Aufmerksamkeit meinen Teil beitragen.
#FreeAndrei #FreeLuis

Sie haben nichts verbrochen! Sie haben die Freiheit verdient! #FreeBelarus #FreeKuba

#freeallpoliticalprisoners #tagderpolitischenpatenschaften #50jahreigfm #humanrights","2022-04-07T21:02:32","Publicación de Instagram",245,13,NA,NA,2,4,"2022-04-07","21:02:32","lem Optimi","https://www.instagram.com/p/CcE3DbwqAHl/","Bei allem Optimismus und tollen Entwicklungen - Von überall auf der Welt kann man schlechte Nachrichten sehen und lesen. Trotzdem geht unser Alltag weiter und unser Gehirn schützt uns im Alltagstrott vor der emotionalen Überforderung, in dem es solche Ereignisse auch mal in den Hintergrund rücken lässt.

Dieser Gefahr sind besonders politische Gefangene ausgesetzt, die einer langen Haftstrafe entgegenblicken. Es erfordert unheimlich viel Ausdauer und positive Energie, sich nicht entmutigen zu lassen und weiter für die Freiheit und Gerechtigkeit zu kämpfen.

Als politischer Pate für zwei inhaftierte Männer sehe ich auch dieses Problem als meine Aufgabe an. Ich möchte an Luís #Frómeta Compte und Andrei #Kuznechyk erinnern, über sie sprechen und mit der öffentlichen Aufmerksamkeit meinen Teil beitragen.
#FreeAndrei #FreeLuis

Sie haben nichts verbrochen! Sie haben die Freiheit verdient! #FreeBelarus #FreeKuba

#freeallpoliticalprisoners #tagderpolitischenpatenschaften #50jahreigfm #humanrights
4 Wo.",2022-04-08,2,"menschenframed","bild","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-04-07 21:02:32
"40","😯 Das war heute keine Sternstunde des Parlaments und schon gar nicht der #Regierung. 🥴

Es gab in der Vergangenheit viel, zum Teil auch berechtigte Kritik an der Regierung von Angela #Merkel zu den unterschiedlichsten Entscheidungen rund um #Corona. Doch die Ampelregierung 🚥 treibt es auf die Spitze. 😕

👉 Erst kündigt der #Kanzler in der Bekämpfung der Corona🦠Pandemie die Zusammenarbeit mit den Ländern auf und lässt sie im Regen stehen.
👉 Heute zitiert er seine Außenministerin von einem wichtigen NATO-Gipfel zurück, um gleich zwei Abstimmungen (zur Geschäftsordnung und dann auch zum eigentlichen Thema) zu verlieren. 🤦🏻‍♂️
👉 Der größten Oppositionsfraktion, der CDU/CSU-Bundestagsfraktion wirft die Ampel🚦parteitaktische Spielchen vor, um bei der zweiten namentlichen Abstimmung des heutigen Tages offensichtlich 🙄 nichts anderes zu machen, denn viele Punkte unseres Oppositionsantrages hatten Koalitionsredner zuvor als unbedingt notwendig bezeichnet. 🤷🏻‍♂️

Vier Stunden waren in der Tagesordnung für die Debatte 🗣 und Abstimmung 🙋🏻‍♀️🙋🏻🙋🏻‍♂️ der verschiedenen Impfanträge vorgesehen. Herausgekommen ist nichts. 🙅🏻‍♂️ Dieses Ergebnis der Opposition anzulasten, schlägt jedoch fehl. 🙋🏻‍♂️

🤜 Die Regierungsfraktionen hätten eine Mehrheit im Deutschen #Bundestag und haben sie nicht genutzt. 🤛","2022-04-07T08:13:56","Publicación de Instagram",214,9,NA,NA,0,0,"2022-04-07","08:13:56","war heute ","https://www.instagram.com/p/CcDfF_dqP-C/","😯 Das war heute keine Sternstunde des Parlaments und schon gar nicht der #Regierung. 🥴

Es gab in der Vergangenheit viel, zum Teil auch berechtigte Kritik an der Regierung von Angela #Merkel zu den unterschiedlichsten Entscheidungen rund um #Corona. Doch die Ampelregierung 🚥 treibt es auf die Spitze. 😕

👉 Erst kündigt der #Kanzler in der Bekämpfung der Corona🦠Pandemie die Zusammenarbeit mit den Ländern auf und lässt sie im Regen stehen.
👉 Heute zitiert er seine Außenministerin von einem wichtigen NATO-Gipfel zurück, um gleich zwei Abstimmungen (zur Geschäftsordnung und dann auch zum eigentlichen Thema) zu verlieren. 🤦🏻‍♂️
👉 Der größten Oppositionsfraktion, der CDU/CSU-Bundestagsfraktion wirft die Ampel🚦parteitaktische Spielchen vor, um bei der zweiten namentlichen Abstimmung des heutigen Tages offensichtlich 🙄 nichts anderes zu machen, denn viele Punkte unseres Oppositionsantrages hatten Koalitionsredner zuvor als unbedingt notwendig bezeichnet. 🤷🏻‍♂️

Vier Stunden waren in der Tagesordnung für die Debatte 🗣 und Abstimmung 🙋🏻‍♀️🙋🏻🙋🏻‍♂️ der verschiedenen Impfanträge vorgesehen. Herausgekommen ist nichts. 🙅🏻‍♂️ Dieses Ergebnis der Opposition anzulasten, schlägt jedoch fehl. 🙋🏻‍♂️

🤜 Die Regierungsfraktionen hätten eine Mehrheit im Deutschen #Bundestag und haben sie nicht genutzt. 🤛
4 Wo.",2022-04-07,1,"larsworter","inzwischen","gebastelt","CORONA","Impflicht",1,"böse",NA,2022-04-07 08:13:56
"41","🦠 Im Dezember des letzten Jahres begannen intensive Beratungen zum Thema #Impfplicht bei der Bekämpfung der #Corona-Pandemie im Deutschen #Bundestag. Bis heute ist nicht viel passiert und gleichzeitig doch einiges…

Es stehen 4 Anträge zur Impfpflicht 💉 auf unserer heutigen Tagesordnung. Es wird eine hitzige Diskussion, die Emotionen werden hochkochen.

Ich bin der Meinung #Impfenschützt, aber einer allgemeinen Impfpflicht stehe ich weiterhin skeptisch gegenüber. Der Antrag der CDU/CSU-Bundestagsfraktion ist deshalb die differenzierteste und vorausschauendste Lösung.

🤜 Denken wir an die Zukunft! Wir müssen auch auf zukünftige Pandemien vorbereitet sein. 🤛","2022-04-06T21:00:14","Publicación de Instagram",182,6,NA,NA,0,0,"2022-04-06","21:00:14","ezember de","https://www.instagram.com/p/CcCR_qeICrE/","🦠 Im Dezember des letzten Jahres begannen intensive Beratungen zum Thema #Impfplicht bei der Bekämpfung der #Corona-Pandemie im Deutschen #Bundestag. Bis heute ist nicht viel passiert und gleichzeitig doch einiges…

Es stehen 4 Anträge zur Impfpflicht 💉 auf unserer heutigen Tagesordnung. Es wird eine hitzige Diskussion, die Emotionen werden hochkochen.

Ich bin der Meinung #Impfenschützt, aber einer allgemeinen Impfpflicht stehe ich weiterhin skeptisch gegenüber. Der Antrag der CDU/CSU-Bundestagsfraktion ist deshalb die differenzierteste und vorausschauendste Lösung.

🤜 Denken wir an die Zukunft! Wir müssen auch auf zukünftige Pandemien vorbereitet sein. 🤛
4 Wo.",2022-04-07,0,"larsworter","inzwischen","gebastelt","CORONA","Impflicht",1,"meinung_teilen",NA,2022-04-06 21:00:14
"42","Sie sind teilweise mehr als 36 Stunden auf den Beinen. Hinter ihnen liegen Tage der Unsicherheit. Wochen der Angst. Wir müssen den vertriebenen Frauen, Kindern und Jugendlichen aus der #Ukraine 🇺🇦 jetzt die Chance zur Integration geben.
Doch die Bundesregierung vergibt sie.
Es braucht einen #MasterplanJETZT:

👉 Zugang zu Bildung und Betreuung pragmatisch schaffen
👉 Sprachkurse deutlich ausbauen
👉 Einstieg in den Arbeitsmarkt ermöglichen

Eine zielgerichtete #Integration geht nur mit einer Gesamtorganisation durch die Bundesregierung. Sie muss den Weg gemeinsam mit Ländern, Kommunen und Sozialeinrichtungen vorgeben.

☝️ Herr #Bundeskanzler, Ihre #Bundesregierung sollte endlich machen statt mahnen!","2022-04-06T12:00:13","Publicación de Instagram",143,3,NA,NA,0,0,"2022-04-06","12:00:13","nd teilwei","https://www.instagram.com/p/CcBUMjyo-5L/","Sie sind teilweise mehr als 36 Stunden auf den Beinen. Hinter ihnen liegen Tage der Unsicherheit. Wochen der Angst. Wir müssen den vertriebenen Frauen, Kindern und Jugendlichen aus der #Ukraine 🇺🇦 jetzt die Chance zur Integration geben.
Doch die Bundesregierung vergibt sie.
Es braucht einen #MasterplanJETZT:

👉 Zugang zu Bildung und Betreuung pragmatisch schaffen
👉 Sprachkurse deutlich ausbauen
👉 Einstieg in den Arbeitsmarkt ermöglichen

Eine zielgerichtete #Integration geht nur mit einer Gesamtorganisation durch die Bundesregierung. Sie muss den Weg gemeinsam mit Ländern, Kommunen und Sozialeinrichtungen vorgeben.

☝️ Herr #Bundeskanzler, Ihre #Bundesregierung sollte endlich machen statt mahnen!
4 Wo.",2022-04-06,0,"Unterseiteworter","inzwischen","gebastelt","Ukraine","Bildungsinklusion",1,"meinung_teilen",NA,2022-04-06 12:00:13
"43","🤜 Ein neues Puzzlestück im Dienst der Menschenrechte! 🤛
👉 Heute bekommt der Botschafter der Republik Belarus, Denis Sidorenko 🏤 Post von mir.

☝️ Herr Botschafter, setzen Sie sich für die Freilassung der politischen Gefangenen in ihrem Land ein! Seit 2020 beobachten wir in Deutschland 🇩🇪 sehr aufmerksam die Situation in #Belarus. Auch wenn momentan der Krieg in der Ukraine 🇺🇦 vieles überlagert. Wir vergessen diese Gefangenen, die für Demokratie und Meinungsfreiheit auf die Straße gegangen sind, nicht!

Besonders kämpfe ich für den Journalisten Andrei Kuznechyk, für den ich über die Organisation @Libereco die politische Patenschaft übernommen habe.

#westandBYyou","2022-04-06T09:00:14","Publicación de Instagram",263,32,NA,NA,1,6,"2022-04-06","09:00:14","neues Puzz","https://www.instagram.com/p/CcA_mPGqUJM/","🤜 Ein neues Puzzlestück im Dienst der Menschenrechte! 🤛
👉 Heute bekommt der Botschafter der Republik Belarus, Denis Sidorenko 🏤 Post von mir.

☝️ Herr Botschafter, setzen Sie sich für die Freilassung der politischen Gefangenen in ihrem Land ein! Seit 2020 beobachten wir in Deutschland 🇩🇪 sehr aufmerksam die Situation in #Belarus. Auch wenn momentan der Krieg in der Ukraine 🇺🇦 vieles überlagert. Wir vergessen diese Gefangenen, die für Demokratie und Meinungsfreiheit auf die Straße gegangen sind, nicht!

Besonders kämpfe ich für den Journalisten Andrei Kuznechyk, für den ich über die Organisation @Libereco die politische Patenschaft übernommen habe.

#westandBYyou
4 Wo.",2022-04-06,1,"aktivitäten","bild","spontan","Partenschaft","Menschenrechte",1,"aktivitäten_teilen",NA,2022-04-06 09:00:14
"44","""Heute so, morgen so"", könnte man die Arbeitsweise von Bundesgesundheitsminister #Lauterbach bezeichnen.
❗️Gutes Regieren geht anders ‼️

#Isolationspflicht","2022-04-06T04:01:33","Publicación de Instagram",174,9,NA,NA,0,0,"2022-04-06","04:01:33"," so, morge","https://www.instagram.com/p/CcAdatIqVKa/","""Heute so, morgen so"", könnte man die Arbeitsweise von Bundesgesundheitsminister #Lauterbach bezeichnen.
❗️Gutes Regieren geht anders ‼️

#Isolationspflicht
4 Wo.",2022-04-06,0,"text","text","gebastelt","Gesundheit",NA,1,"böse",NA,2022-04-06 04:01:33
"45","Die Hilfsbereitschaft in Deutschland ist nach wie vor überwältigend. Viele engagieren sich ehrenamtlich, Helfen den ukrainischen Kriegsvertriebenen. Das verdient unser aller Dank und Anerkennung. Die Bundesregierung aber hinkt hinterher. Mit unserem #MasterplanJETZT geben wir Impulse für eine Strategie, um

👉 eine gute und faire Unterbringung in 🇩🇪 & 🇪🇺 zu ermöglichen,
👉 die gesundheitliche Versorgung zu koordinieren,
👉 den Bund besser mit den Ehrenamtlichen zu verzahnen.

Die #Bundesregierung kann sich nicht länger auf Kosten der Ehrenamtlichen und Kommunen ausruhen. Auch aus den Ländern werden die Hilferufe lauter.
Wie lange wollen Sie das noch geschehen lassen und nicht gestalten, Herr #Bundeskanzler?

CDU/CSU-Bundestagsfraktion","2022-04-06T02:30:49","Publicación de Instagram",101,3,NA,NA,0,0,"2022-04-06","02:30:49","lfsbereits","https://www.instagram.com/p/CcATCJeqXCq/","Die Hilfsbereitschaft in Deutschland ist nach wie vor überwältigend. Viele engagieren sich ehrenamtlich, Helfen den ukrainischen Kriegsvertriebenen. Das verdient unser aller Dank und Anerkennung. Die Bundesregierung aber hinkt hinterher. Mit unserem #MasterplanJETZT geben wir Impulse für eine Strategie, um

👉 eine gute und faire Unterbringung in 🇩🇪 & 🇪🇺 zu ermöglichen,
👉 die gesundheitliche Versorgung zu koordinieren,
👉 den Bund besser mit den Ehrenamtlichen zu verzahnen.

Die #Bundesregierung kann sich nicht länger auf Kosten der Ehrenamtlichen und Kommunen ausruhen. Auch aus den Ländern werden die Hilferufe lauter.
Wie lange wollen Sie das noch geschehen lassen und nicht gestalten, Herr #Bundeskanzler?

CDU/CSU-Bundestagsfraktion
4 Wo.",2022-04-06,0,"Unterseiteworter","inzwischen","gebastelt","Ukraine","Sicherheit",1,"böse",NA,2022-04-06 02:30:49
"46","Wir alle haben spätestens seit den schrecklichen Bildern aus #Butscha vom Wochenende verstanden: #Putin macht nicht Halt vor Zivilisten, Frauen und Kindern. 😓

Wer aus diesem #Krieg flieht, soll hier in Deutschland sicher ankommen und sich sicher fühlen können. Damit das gelingt, fordern wir einen #MasterplanJETZT mit:

👉 systematischer Registrierung der Vertriebenen zum eigenen Schutz
👉 bessere Zusammenarbeit insbesondere mit Polen, um die deutschland- und europaweite Unterbringung zu koordinieren
👉 wirksame Maßnahmen gegen die Versuche von Kriminellen, die Lage von vertriebenen Frauen, Kindern und Jugendlichen auszunutzen.

Die #Bundesinnenministerin muss jetzt alles unternehmen, um die Frauen, Kinder und Jugendlichen zu schützen. Das geht nur, wenn wir wissen, wer zu uns gekommen ist und bei wem sie untergekommen sind.

#standwithU 🇺🇦","2022-04-05T21:00:13","Publicación de Instagram",360,3,NA,NA,0,0,"2022-04-05","21:00:13","le haben s","https://www.instagram.com/p/Cb_tMvSKig2/","Wir alle haben spätestens seit den schrecklichen Bildern aus #Butscha vom Wochenende verstanden: #Putin macht nicht Halt vor Zivilisten, Frauen und Kindern. 😓

Wer aus diesem #Krieg flieht, soll hier in Deutschland sicher ankommen und sich sicher fühlen können. Damit das gelingt, fordern wir einen #MasterplanJETZT mit:

👉 systematischer Registrierung der Vertriebenen zum eigenen Schutz
👉 bessere Zusammenarbeit insbesondere mit Polen, um die deutschland- und europaweite Unterbringung zu koordinieren
👉 wirksame Maßnahmen gegen die Versuche von Kriminellen, die Lage von vertriebenen Frauen, Kindern und Jugendlichen auszunutzen.

Die #Bundesinnenministerin muss jetzt alles unternehmen, um die Frauen, Kinder und Jugendlichen zu schützen. Das geht nur, wenn wir wissen, wer zu uns gekommen ist und bei wem sie untergekommen sind.

#standwithU 🇺🇦
4 Wo.",2022-04-06,0,"Unterseiteworter","inzwischen","gebastelt","Ukraine","Sicherheit",1,"meinung_teilen",NA,2022-04-05 21:00:13
"47","Deutschland 🇩🇪 ist vielfältig und hat sich eine Diversität bewahrt, von der man womöglich noch wenig gehört hat. Im Paul-Löbe-Haus steht noch für wenige Tage die interaktive Wanderausstellung ""Was heißt hier Minderheit?"", die über die nationalen Minderheiten und Volksgruppen in #Deutschland informiert.

Besonders interessiert stand ich natürlich vor dem Teil, der die Lausitzer #Sorben repräsentiert! Mitten in der Mehrheitsgesellschaft eine slawische Sprache und Kultur auf moderne Art und Weise zu erhalten ist nicht leicht.

Deshalb freue ich mich besonders, dass ich mit meinem MdB-Kollegen @abraham.knut aus Brandenburg demnächst die @Domowina in #Bautzen treffen kann, um über die Herausforderungen und Bedürfnisse der Sorben in #Sachsen und #Brandenburg zu sprechen.

PS: Sorbisch kann man mittlerweile sogar online lernen ;) www.sorbischlernen.de","2022-04-05T10:00:18","Publicación de Instagram",322,30,NA,NA,1,0,"2022-04-05","10:00:18","hland 🇩🇪 i","https://www.instagram.com/p/Cb-hrXlqlCa/","Deutschland 🇩🇪 ist vielfältig und hat sich eine Diversität bewahrt, von der man womöglich noch wenig gehört hat. Im Paul-Löbe-Haus steht noch für wenige Tage die interaktive Wanderausstellung ""Was heißt hier Minderheit?"", die über die nationalen Minderheiten und Volksgruppen in #Deutschland informiert.

Besonders interessiert stand ich natürlich vor dem Teil, der die Lausitzer #Sorben repräsentiert! Mitten in der Mehrheitsgesellschaft eine slawische Sprache und Kultur auf moderne Art und Weise zu erhalten ist nicht leicht.

Deshalb freue ich mich besonders, dass ich mit meinem MdB-Kollegen @abraham.knut aus Brandenburg demnächst die @Domowina in #Bautzen treffen kann, um über die Herausforderungen und Bedürfnisse der Sorben in #Sachsen und #Brandenburg zu sprechen.

PS: Sorbisch kann man mittlerweile sogar online lernen ;) www.sorbischlernen.de
4 Wo.",2022-04-05,1,"aktivitäten","bild","spontan","Menschenrecht","Minderheiten",2,"meinung_teilen",NA,2022-04-05 10:00:18
"48","Wie schaffen wir Sicherheit? Wie organisieren wir die Hilfe? Wie gelingt die Integration?

Seit 6 Wochen herrscht #Krieg in der Ukraine 🇺🇦 
Millionen Menschen sind vor den russischen Truppen geflohen. Es sind vor allem Frauen, Kinder und Jugendliche. Auch in Deutschland werden sie mit offenen Armen empfangen. Bis heute gibt es von der #Bundesregierung jedoch:

❌ keinen Plan, der über einen Tag hinaus reicht,
❌ keine flächendeckende Registrierung bei der Ankunft,
❌ kein wirksames Schutzkonzept.

Wir fordern in unserem #MasterplanJETZT vom #Bundeskanzler, endlich Verantwortung zu übernehmen. Es braucht eine zentrale Anlaufstelle im Kanzleramt, die mit den Ländern und Kommunen gemeinsam die Unterstützung in Deutschland organisiert. 

Denn ein gut organisierter Staat ist die Grundlage für Sicherheit, Hilfe und Integration.","2022-04-05T06:00:22","Publicación de Instagram",118,3,NA,NA,0,0,"2022-04-05","06:00:22","haffen wir","https://www.instagram.com/p/Cb-GODwIk4P/","Wie schaffen wir Sicherheit? Wie organisieren wir die Hilfe? Wie gelingt die Integration?

Seit 6 Wochen herrscht #Krieg in der Ukraine 🇺🇦
Millionen Menschen sind vor den russischen Truppen geflohen. Es sind vor allem Frauen, Kinder und Jugendliche. Auch in Deutschland werden sie mit offenen Armen empfangen. Bis heute gibt es von der #Bundesregierung jedoch:

❌ keinen Plan, der über einen Tag hinaus reicht,
❌ keine flächendeckende Registrierung bei der Ankunft,
❌ kein wirksames Schutzkonzept.

Wir fordern in unserem #MasterplanJETZT vom #Bundeskanzler, endlich Verantwortung zu übernehmen. Es braucht eine zentrale Anlaufstelle im Kanzleramt, die mit den Ländern und Kommunen gemeinsam die Unterstützung in Deutschland organisiert.

Denn ein gut organisierter Staat ist die Grundlage für Sicherheit, Hilfe und Integration.
5 Wo.",2022-04-05,0,"worter","worter","gebastelt","Ukraine","Sicherheit",1,"böse",NA,2022-04-05 06:00:22
"49","Was ist schon ein Achtzigstel seines Lebens, wenn man es für die Gesellschaft aufbringt?

Die aktuelle Situation führt uns einmal mehr vor Augen, warum wir ein #Gesellschaftsjahr für #Deutschland 🇩🇪 brauchen. Bedarf gibt es genug: im #Rettungsdienst ⛑️, in der #Bundeswehr 🪖, beim #THW, beim #DRK 🚑 den #Johannitern 🚨 #Maltesern oder #ASB. Oder bei der #Feuerwehr 👩🏼‍🚒 in der #Jugendarbeit, in sozialen und Pflegeeinrichtungen 👩🏻‍⚕️ oder auch im ökologischen Bereich - beispielweise auf Bauernhöfen 👨🏻‍🌾. Ein Jahr Dienst an der Gesellschaft wäre ein echter Mehrwert für alle Menschen, egal ob jung oder alt, egal ob Mann 💁🏻‍♂️ oder Frau 👩🏻 ! 

Und es wäre ein wichtiger Beitrag für den sozialen Frieden und gesellschaftlichen Zusammenhalt in Deutschland. Ich unterstütze die Forderung der CDU aus 2018 nach einem verpflichtenden Gesellschaftsjahr für jeden, Frau und Mann! 👱🏼‍♀️🧑🏻

🙋🏻‍♂️ Was denkt ihr? 🗣

#Verantwortungtragen #zumGelingenbeitragen","2022-04-04T21:02:05","Publicación de Instagram",189,7,NA,NA,0,0,"2022-04-04","21:02:05","t schon ei","https://www.instagram.com/p/Cb9IniCqZdS/","Was ist schon ein Achtzigstel seines Lebens, wenn man es für die Gesellschaft aufbringt?

Die aktuelle Situation führt uns einmal mehr vor Augen, warum wir ein #Gesellschaftsjahr für #Deutschland 🇩🇪 brauchen. Bedarf gibt es genug: im #Rettungsdienst ⛑️, in der #Bundeswehr 🪖, beim #THW, beim #DRK 🚑 den #Johannitern 🚨 #Maltesern oder #ASB. Oder bei der #Feuerwehr 👩🏼‍🚒 in der #Jugendarbeit, in sozialen und Pflegeeinrichtungen 👩🏻‍⚕️ oder auch im ökologischen Bereich - beispielweise auf Bauernhöfen 👨🏻‍🌾. Ein Jahr Dienst an der Gesellschaft wäre ein echter Mehrwert für alle Menschen, egal ob jung oder alt, egal ob Mann 💁🏻‍♂️ oder Frau 👩🏻 !

Und es wäre ein wichtiger Beitrag für den sozialen Frieden und gesellschaftlichen Zusammenhalt in Deutschland. Ich unterstütze die Forderung der CDU aus 2018 nach einem verpflichtenden Gesellschaftsjahr für jeden, Frau und Mann! 👱🏼‍♀️🧑🏻

🙋🏻‍♂️ Was denkt ihr? 🗣

#Verantwortungtragen #zumGelingenbeitragen
5 Wo.",2022-04-05,0,"menschen","bild","profesional","Gesellschaft","Gesellschaftjahr",1,"Aktion",NA,2022-04-04 21:02:05
"50","Seit heute hat mein 🇩🇪 Berliner Büro internationales Flair! 🤗
Für die nächsten drei Monate begleitet mich eine 🇦🇷 argentinische IPS -Stipendiatin bei meiner Arbeit und unterstützt mein Team in #Berlin.
Herzlich willkommen im #Bundestag, liebe Carolina! 🇦🇷🇩🇪","2022-04-04T11:45:29","Publicación de Instagram",371,57,NA,NA,1,2,"2022-04-04","11:45:29","eute hat m","https://www.instagram.com/p/Cb8I63pKNv0/","Seit heute hat mein 🇩🇪 Berliner Büro internationales Flair! 🤗
Für die nächsten drei Monate begleitet mich eine 🇦🇷 argentinische IPS -Stipendiatin bei meiner Arbeit und unterstützt mein Team in #Berlin.
Herzlich willkommen im #Bundestag, liebe Carolina! 🇦🇷🇩🇪
5 Wo.",2022-04-04,0,"aktivitäten","bild","spontan","Ausstausch","IPS",2,"aktivitäten_teilen",NA,2022-04-04 11:45:29
"51","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel","2022-04-04T09:31:06","Publicación de Instagram",143,7,NA,NA,0,0,"2022-04-04","09:31:06","er Weizene","https://www.instagram.com/p/Cb5RPKqqkl0/","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel
5 Wo.",2022-04-03,0,"Unterseiteworter","inzwischen","gebastelt","Landwirtschaft","Ukraine",1,NA,NA,2022-04-04 09:31:06
"52","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel","2022-04-04T09:31:06","Publicación de Instagram",143,7,NA,NA,0,0,"2022-04-04","09:31:06","er Weizene","https://www.instagram.com/p/Cb75ijToOo6/","30 % der Weizenexporte weltweit stammen aus der Ukraine und Russland. Die Versorgungslage wird sich wegen der Getreide-Ausfälle durch den Krieg deshalb auf dem gesamten Globus deutlich verschlechtern. Die Ampel macht den Landwirten das Leben schwer und stellt sich nicht der Verantwortung, mehr Lebensmittel zu produzieren. Wir fordern:
🔵 schnelle & unbürokratische Hilfe für unsere Bauern
🔵 Möglichkeit zum Anbau von Nahrungs- & Futtermitteln auf Brachflächen für 2022
🔵 Verabschiedung von alten grünen Ideologien & eine Neubewertung der Agrarpolitik mit Blick auf die Lebensmittelkrise

#Lebensmittel
5 Wo.",2022-04-04,0,"worter","worter","gebastelt","Landwirtschaft","Ukraine",1,NA,NA,2022-04-04 09:31:06
